"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 01 10:21:17 GMT 2024","Thu Aug 01 10:21:17 GMT 2024","1","tests","allure_sample_test","","","","test_allure_simple_test displayName",""
